1	206.25
0.5	219.5
0.5	235.5
2	192
2.5	252.16667
4	176
6	265.25
6.5	161.33333
9.5	147.83333
10	276.625
13	134.75
14.5	288.1
17	122.25
19.5	299.4
21.5	110.3
24.5	309.9
26.5	98.6
30	320.91667
32.11538	635.66154
32	87.75
33	614.5
35	330.75
38.5	76.42857
37	601.5
37.5	339.5
37.5	350.5
37.5	366.25
42.5	381.05556
43.5	647.81818
41	588.375
46	65.1875
45	575.25
51.5	392.94444
49	562.25
54.5	657.31818
54.5	54.33333
53	549.125
57	536
60	404.0625
64.5	43.68182
61	523
65.5	666.95455
65	510
68.5	415.11111
69	496.75
75.5	34.77273
73	483.75
76.5	676.54545
74.5	424.5
76	439.5
76.5	471.5
76.5	457.25
86.5	27.90909
87.5	686.09091
97.5	22.45455
98.5	695.68182
108.5	18.09091
109.5	705.31818
119.5	14.40909
120.5	714.81818
130.5	11.31818
131.5	724.45455
141.5	8.72727
142.5	734.04545
152.5	6.45455
153.5	743.54545
163.5	4.40909
164.5	753.18182
174.5	2.54545
175.5	762.77273
185.5	1.13636
186.5	772.31818
196.5	0.5
197.5	781.95455
207.5	0.5
208.5	791.5
218.5	0.59091
219.5	798.95455
229.5	1.72727
229.5	791.27778
239	780.55
240.5	3.04545
248.5	769.88889
251.5	5.13636
254.4	662.55
252.5	691.25
253.5	698.5
253.5	713.5
254.75	760.75
254.5	721.5
254.5	736.25
255.5	743.5
262.5	7.72727
264.5	653.72727
273.5	11
275.5	656.40909
284.5	15.22727
286.5	660.36364
295.5	19.81818
297.5	664.27273
306.5	25
308.5	668.22727
317.5	30.36364
319.5	672.13636
328.5	36.04545
330.5	675.45455
339.5	42
341.5	677.59091
350.5	48.13636
352.5	679.77273
361.5	54.36364
363.5	682
372.5	60.95455
374.5	684.27273
380	70.625
385.5	680
384	81.375
388	92
392	102.625
396.5	669
396	113.375
400	124
404	134.75
403.5	658.83333
405	646
406	634.25
408	145.625
407.16667	620.83333
409.5	603
412	156.375
412.5	588.66667
416	167
415.5	574
418.5	559
419.5	176.33333
424.5	499.75
420.5	519.25
421.5	545.5
422	190
421.5	528.5
421.5	539.16667
423	204
424	216
425	228
426	240
427	252
428	264
429	276
430	288
431	300
435.5	496.86364
432	312
433	324
434	336
435	348
436.5	361.66667
440.5	373.7
446.5	495
445.5	386.4
450.5	399.3
457.5	493.18182
455	410.5
459	420.875
463.5	432.3
468.5	489.27273
468	443.625
472.5	455.3
476.9	476.28
476.5	466.3
535.64286	483.38571
539	466.375
543.5	500.86364
543	453.5
547	441
551	428.5
554.5	504.77273
555	415.625
558.5	403.83333
561	375
560.5	391.5
565.5	507.22727
562	352.5
561.5	365.5
563.16667	148.33333
563	330
562.5	342.5
564	128.5
564.5	165.83333
564	307.5
563.5	320.5
565.5	281.66667
564.5	297.5
566.5	114
567.5	178.16667
569	268.5
570.5	101.7
571.25	537.075
571	189.5
573	256.5
576	511.17
576.5	89.85714
575	200.625
574.5	523.33333
576.5	552.5
577	243.75
579.5	212.1
580.5	233
581	566
585	78.75
583	223.39286
588.5	578.90909
595.5	68.27273
597.5	581.35714
606.5	59.59091
602	600
603	612.5
604.83333	628.83333
610.5	643.5
617.5	52.5
621.5	650.95455
628.5	46.5
632.5	652.95455
639.5	41.31818
643.5	648.59091
650.5	36.81818
654.5	644.18182
661.5	32.77273
665.5	640.72727
672.5	29.77273
676.5	640.45455
683.5	28.36364
687.5	639.68182
694.5	28
698.5	639.5
705.5	28.27273
706.5	642.2
710.5	656.83333
716.5	28.5
713.5	669.5
716.5	682.5
719	693.25
719.3	797.6
720	735.5
719.5	746.5
719.5	757.5
719.5	768.5
719.5	779.5
720.5	702.5
720.5	713.5
720.5	724.5
726.5	805.36364
727.5	28.5
737.5	808.45455
738.5	27.72727
748.5	806.68182
749.5	25.54545
759.5	801.36364
760.5	21.18182
770.5	796
771.5	15.5
781.5	790.77273
782.5	9.86364
792.5	785.5
793.5	6
803.5	780.13636
804.5	5
814.5	774.86364
815.5	7.59091
825.5	769.5
826.5	12.95455
836.5	764.22727
837.5	20.40909
847.5	758.95455
848.5	28.63636
858.5	753.59091
859.5	37.68182
865.25	541.25
864.5	555.83333
869.5	748.31818
870.5	48
868	568
871.5	580
876.5	537.36364
875	592
880.5	743
881	58.95
879	605.875
882.5	617.83333
887.5	535.18182
886	630
891	69.95
891.5	737.72727
889.5	641.83333
896.5	654.31818
898.5	532.95455
901	81.15
902.5	732.40909
907.5	662.90909
909.5	528.13636
911	92.35
913.5	727.04545
918.5	671.36364
920.5	521.63636
921	103.3
924.5	721.77273
929.5	680.36364
931.5	113.77273
931.5	515.09091
935.5	716.5
940	689.75
942.5	123.09091
942.5	508.54545
943.5	708.7
947.5	699.45
953.5	131.13636
951	501.25
956.5	488.7
964.5	139.31818
961.5	476.3
966.5	464.2
971.5	451.7
975.5	148.59091
976.5	439.5
981.5	427.3
985	159.375
983.5	312.83333
983	333.25
985.5	347.33333
986.5	414.9
988	301
988.5	359.33333
992	170.91667
991.5	402.7
992	371.25
995	290.25
996	383.875
995	394
997.5	182.2
1002.5	279.64286
1002	193.375
1005.5	204.16667
1008	269.625
1008.5	216.33333
1011	232
1011	259
1011.5	247.5
299.75329	734.0625
305.74836	738.05921
315.07401	742.72204
331.06086	746.71875
347.0477	750.71546
362.36842	754.04605
382.35197	757.37664
401.66941	757.37664
424.31743	758.04276
455.625	755.37829
492.26151	752.71382
519.57237	751.38158
542.22039	751.38158
570.86349	750.04934
596.17599	744.72039
614.8273	742.05592
637.47533	733.39638
660.78947	724.73684
673.44572	716.0773
292.42599	741.3898
287.09704	752.71382
282.43421	762.70559
279.10362	776.69408
290.42763	788.01809
304.41612	794.01316
322.40132	800.67434
347.71382	805.33717
373.69243	807.33553
400.33717	808.00164
428.31414	808.66776
458.95559	808.66776
481.60362	808.66776
505.58388	809.33388
538.22368	808.00164
564.86842	809.33388
584.85197	809.33388
602.17105	806.00329
669.44901	780.69079
686.10197	772.03125
696.09375	762.70559
696.09375	745.38651
688.10033	730.06579
681.43914	720.74013
622.82072	802.6727
640.80592	796.67763
655.46053	788.68421
