-354.021	233.849
-333.606	233.849
-315.974	233.849
-296.487	233.849
-274.216	233.849
-251.016	233.849
-226.889	233.849
-204.618	232.921
-184.202	232.921
-163.787	234.777
-145.228	234.777
-128.524	234.777
-112.749	235.705
-94.189	235.705
-80.27	235.705
-63.566	235.705
-52.43	235.705
-354.021	217.145
-354.021	204.154
-354.021	191.162
-354.949	177.243
-354.949	161.467
-355.877	147.547
-355.877	133.628
-354.949	121.564
-343.813	119.708
-329.894	121.564
-313.19	119.708
-299.271	119.708
-285.351	119.708
-271.432	120.636
-253.8	120.636
-235.241	120.636
-218.537	119.708
-202.762	119.708
-187.914	120.636
-172.139	120.636
-157.291	120.636
-142.444	121.564
-126.668	120.636
-112.749	120.636
-99.757	120.636
-84.909	120.636
-72.846	121.564
-57.998	121.564
-51.502	221.785
-51.502	207.866
-53.358	193.018
-53.358	179.099
-52.43	163.323
-52.43	147.547
-52.43	133.628
-354.949	61.246
-52.43	62.174
-53.358	-51.966
-225.961	-51.966
-226.889	-117.852
-53.358	-118.78
-54.286	-225.497
-354.949	-224.569
-340.102	62.174
-319.686	62.174
-300.199	62.174
-280.711	63.102
-264.008	62.174
-246.376	60.318
-231.529	62.174
-214.825	62.174
-199.05	62.174
-184.202	63.102
-169.355	64.03
-157.291	64.03
-142.444	64.03
-126.668	62.174
-109.965	61.246
-93.261	61.246
-77.486	61.246
-63.566	61.246
-50.574	47.327
-50.574	31.551
-49.646	12.992
-50.574	-6.496
-51.502	-25.983
-50.574	-40.831
-212.041	-53.822
-195.338	-52.894
-176.779	-52.894
-160.075	-54.75
-145.228	-55.678
-130.38	-54.75
-111.821	-54.75
-101.613	-53.822
-86.765	-54.75
-70.99	-53.822
-225.961	-64.03
-226.889	-77.95
-225.961	-91.869
-226.889	-103.933
-215.753	-119.708
-201.834	-118.78
-188.842	-116.924
-173.067	-116.924
-161.003	-116.924
-148.939	-118.78
-135.948	-118.78
-121.1	-118.78
-108.109	-118.78
-96.045	-118.78
-82.125	-118.78
-67.278	-118.78
-356.805	45.471
-357.733	29.695
-356.805	12.992
-356.805	-2.784
-357.733	-17.631
-357.733	-33.407
-357.733	-46.399
-357.733	-60.318
-357.733	-79.806
-356.805	-96.509
-357.733	-111.357
-358.661	-128.06
-358.661	-142.908
-357.733	-159.611
-357.733	-173.531
-358.661	-188.378
-358.661	-205.082
-337.318	-226.425
-320.614	-226.425
-305.767	-225.497
-290.919	-225.497
-277.927	-225.497
-264.936	-225.497
-246.376	-223.641
-227.817	-223.641
-210.186	-223.641
-193.482	-223.641
-177.707	-224.569
-161.931	-226.425
-147.083	-224.569
-133.164	-224.569
-117.388	-223.641
-103.469	-222.713
-89.549	-222.713
-71.918	-223.641
-50.574	-138.268
-53.358	-154.043
-53.358	-167.963
-52.43	-181.882
-52.43	-196.73
-52.43	-211.578
199.05	61.246
346.597	62.174
200.906	-51.038
338.246	-51.966
199.05	45.471
199.978	31.551
199.978	14.848
199.05	0
198.122	-16.703
198.122	-30.623
215.753	-52.894
232.457	-54.75
248.232	-56.606
262.152	-54.75
279.783	-54.75
296.487	-54.75
312.262	-53.822
326.182	-53.822
349.381	45.471
351.237	30.623
351.237	15.776
348.453	3.712
349.381	-9.28
349.381	-22.271
349.381	-34.335
211.114	63.102
224.105	64.03
236.169	63.102
247.304	63.102
258.44	63.102
271.432	64.03
283.495	64.03
297.415	64.03
313.19	65.886
327.11	64.958
339.174	64.958
347.525	234.777
346.597	119.708
350.309	220.857
349.381	206.01
350.309	192.09
350.309	179.099
350.309	167.035
349.381	153.115
350.309	137.34
181.418	111.357
200.906	115.068
220.393	119.708
242.665	122.492
258.44	123.42
278.855	124.348
297.415	124.348
313.19	123.42
330.822	121.564
165.643	103.005
150.795	92.797
137.804	78.878
126.668	63.102
120.172	47.327
114.604	31.551
113.677	15.776
112.749	-0.928
112.749	-14.848
116.46	-31.551
122.956	-47.327
127.596	-59.39
134.092	-72.382
140.588	-83.517
148.939	-93.725
161.003	-104.861
171.211	-115.068
184.202	-121.564
198.122	-128.06
213.897	-130.844
230.601	-134.556
248.232	-133.628
265.864	-128.06
282.567	-118.78
297.415	-108.573
311.334	-98.365
326.338	-78.276
336.465	-73.673
337.385	-84.72
338.246	-97.437
337.318	-111.357
337.318	-125.276
337.318	-141.052
335.462	-157.755
336.39	-171.675
337.318	-188.378
336.39	-201.37
6.96	-101.149
15.312	-116.924
23.663	-134.556
35.727	-148.475
45.007	-162.395
55.214	-176.315
68.206	-186.522
79.342	-196.73
93.261	-207.866
108.109	-218.073
122.956	-224.569
140.588	-230.137
158.219	-236.633
172.139	-242.201
186.986	-244.057
201.834	-244.984
218.537	-244.057
233.385	-246.84
251.944	-244.984
266.792	-239.417
282.567	-234.777
296.487	-226.425
311.334	-219.929
323.398	-211.578
0.464	-83.517
-6.96	-66.814
-12.528	-44.543
-17.167	-25.983
-18.095	-5.568
-18.095	13.92
-14.384	34.335
-12.528	52.894
-7.888	70.526
0.464	87.229
7.888	103.005
16.24	120.636
30.159	134.556
43.151	152.187
54.286	166.107
66.35	180.026
81.198	193.018
96.973	201.37
109.965	208.794
123.884	216.217
140.588	222.713
156.363	228.281
175.851	233.849
195.338	234.777
212.041	236.633
233.385	237.561
250.088	238.489
265.864	238.489
280.711	241.273
296.487	239.417
315.046	239.417
330.822	238.489
349.381	-51.038
319.893	-87.482
