37.5	211.85714
47.96154	161.82692
61.5	279.78571
73	140.28125
88.5	333.38095
120.5	139.54762
136.5	360.28571
164.5	148.35714
180.5	420.69048
201.5	196.69048
210.5	467.80952
231.5	535.61905
234.5	219.2381
234.5	581.45238
252.5	634.78571
257.5	253.61905
292.5	223.35714
292.5	693.85714
329.5	192.61905
335.5	733.85714
350.5	411.40476
359.5	363.97619
360.5	171.07143
374.5	487.5
380.5	749.57143
391.5	135.2619
391.5	326.54762
407.96154	525.26923
419.5	760.83333
428.5	124.92857
433	545.21875
441.5	264.54762
455.5	581.61905
463.5	752.97619
479.5	103.59524
480.5	269.42857
486.5	601.14286
504.5	765.42857
525.875	283.77083
529.5	83.45238
533.5	623.61905
537.5	784.57143
559.5	817.28571
564.5	606.30952
568.5	62.40476
582	334.75
592	433.13636
592.5	378.7381
592.5	500.35714
597.5	543.95238
598.5	864.92857
616.5	55.59524
641.5	887.14286
657.5	51.45238
681.5	868.57143
705.5	836.2381
715.5	73.40476
722.5	452.57143
732.5	505.38095
734.5	399.95238
736.5	568.7381
740.5	353.40476
740.5	807.16667
749.5	65.11905
758.5	311.85714
760.5	614.69048
784	281.20455
784	769.47727
790.5	80.14286
818.5	618.11905
820.5	755.7381
825	109.18182
834.5	268.71429
854.5	764.04762
865.5	123.61905
868.5	582.40476
890.5	283.92857
900.5	755.85714
909.5	138.5
922.5	534.30952
927.5	301.04762
945.19565	181.36957
950	739.90909
952.5	353.55556
961.5	393.45238
968.5	471.02941
973.5	202.65789
997.5	695.92857
1006.5	227.92857
1029.5	645.38095
1039.5	246.80952
1050	588.47727
1070.5	219.30952
1070.5	540.33333
1081.5	500.94974
1096.2037	451.88889
1107.5	164.11905
1119.43333	428.33333
1148.5	150.47619
1152.5	372.95238
1178.5	338.97619
1191.5	127.52381
1213.5	314.19048
1225	140.75
1245	275.90909
1245.5	178.90476
1264.5	238.54762
551.43513	306.06587
940.1517	497.19561
