-383	-389
-356	-390
-327	-392
-298	-392
-285	-367
-281	-337
-271	-306
-265	-283
-261	-263
-258	-244
-250	-223
-244	-202
-236	-178
-231	-157
-225	-136
-223	-117
-215	-97
-213	-76
-208	-57
-202	-38
-196	-17
-192	5
-186	28
-181	49
-175	70
-169	93
-161	124
-157	143
-152	165
-146	186
-127	186
-107	184
-88	182
-65	182
-57	201
-59	223
-61	246
-59	267
-59	286
-80	286
-98	288
-119	290
-109	303
-98	313
-84	327
-67	336
-51	354
-32	369
-13	384
3	400
41	431
22	417
60	446
78	462
95	479
114	492
134	506
157	510
180	502
192	487
195	463
190	444
182	421
176	398
170	377
161	348
155	323
149	296
130	290
105	290
87	288
82	184
82	207
80	230
80	253
80	269
105	178
122	178
136	176
149	176
166	176
326	-410
317	-390
311	-365
305	-340
301	-319
294	-298
288	-279
282	-252
280	-232
272	-213
267	-186
259	-165
253	-142
249	-124
242	-103
238	-82
234	-63
228	-42
222	-22
217	-1
211	22
207	41
201	68
195	86
192	109
182	132
174	157
352	-412
375	-414
404	-417
427	-419
-398	-452
-402	-433
-395	-412
438	-475
440	-452
-377	-454
-348	-456
-317	-456
-292	-456
-271	-456
-235	-456
-209	-456
-190	-458
-165	-458
-138	-460
-115	-460
-86	-460
-61	-460
-30	-462
3	-462
32	-462
66	-462
93	-462
122	-462
155	-464
190	-466
211	-466
242	-466
276	-468
305	-470
336	-470
373	-471
404	-471
-221	-360
-196	-365
-163	-365
-136	-364
-103	-364
-78	-365
-51	-367
-34	-367
-9	-367
16	-369
51	-369
74	-369
99	-369
126	-369
155	-369
176	-371
201	-371
220	-373
242	-371
234	-360
215	-350
197	-340
178	-331
157	-321
-209	-350
-190	-340
-169	-333
-146	-323
-121	-308
-98	-296
-78	-286
-55	-273
-30	-261
-7	-252
8	-246
24	-254
41	-263
58	-271
80	-284
99	-294
120	-306
138	-313
-244	-327
-244	-308
-223	-319
-198	-310
-179	-300
-161	-288
-138	-277
-113	-265
-92	-254
-69	-242
-42	-225
-69	-209
-94	-196
-115	-184
-136	-171
-159	-163
-186	-148
-200	-171
-238	-288
-229	-267
-223	-250
-217	-227
-211	-202
-144	-124
-121	-144
-111	-117
-98	-153
-73	-163
-49	-175
-22	-192
6	-209
30	-198
57	-188
76	-177
105	-163
126	-151
143	-146
168	-128
132	-119
-76	-121
-51	-121
-22	-119
1	-119
30	-117
51	-119
74	-119
91	-119
111	-119
-181	-86
-155	-88
-130	-90
-105	-88
-82	-92
-57	-94
-30	-92
-3	-90
-5	-74
-5	-55
-5	-34
-5	-13
-5	9
-150	18
-125	18
-98	18
-73	18
-48	16
-22	16
-177	-67
-165	-24
-171	-47
-159	-3
28	-90
28	-70
28	-51
30	-30
30	-13
28	9
43	16
58	16
99	16
78	16
136	16
153	18
176	22
47	-88
70	-88
89	-90
111	-92
132	-96
151	-94
176	-96
201	-97
203	-76
195	-55
190	-32
184	-11
182	9
66	-229
82	-215
84	-240
103	-254
120	-263
143	-269
166	-284
184	-300
203	-310
230	-317
249	-329
269	-342
272	-323
267	-300
259	-275
251	-250
245	-229
240	-211
236	-192
234	-173
226	-150
103	-207
128	-196
143	-184
166	-177
188	-167
203	-159
-142	51
-115	47
-140	80
-130	97
-127	115
-121	136
-103	142
-86	142
-67	142
-48	142
-26	143
-24	161
-26	180
-26	197
-28	217
-28	236
-30	257
-30	280
-9	284
16	284
53	282
47	255
47	228
47	203
51	170
49	143
64	140
82	138
101	142
130	143
166	53
161	78
153	97
149	122
-96	49
-76	49
-51	45
-30	47
-9	47
14	47
37	47
62	43
78	45
99	45
124	45
163	49
145	47
114	14
-94	-119
-130	-119
149	-121
139	440
153	438
166	446
172	458
172	471
166	483
155	487
139	481
132	475
124	460
130	446
-276.268	-322.516
-178.636	-365.229
232.23	-372.687
-34.901	-119.794
