-57.998	-56.606
-57.07	-67.742
-57.07	-78.878
-56.142	-91.869
-57.07	-103.005
-57.07	-115.068
-56.142	-126.204
-51.502	-136.412
-45.007	-142.908
-36.655	-145.692
-28.303	-145.692
-29.231	-153.115
-33.871	-161.467
-31.087	-171.675
-22.735	-178.171
-13.456	-180.954
-4.176	-182.81
4.176	-181.882
15.312	-182.81
24.591	-180.026
34.799	-175.387
41.295	-167.035
41.295	-156.827
38.511	-150.331
32.943	-143.836
29.231	-136.412
23.663	-125.276
21.807	-115.068
20.879	-106.717
20.879	-99.293
22.735	-87.229
25.519	-77.022
29.231	-67.742
36.655	-63.102
45.935	-60.318
55.214	-59.39
63.566	-56.606
73.774	-53.822
77.486	-44.543
77.486	-35.263
-61.71	-45.471
-61.71	-35.263
-62.638	-25.055
-63.566	-16.703
-63.566	-7.424
-63.566	0.928
-63.566	11.136
-62.638	20.415
-62.638	30.623
-61.71	38.975
-60.782	49.182
-63.566	166.107
-53.358	79.806
-56.142	69.598
-57.998	60.318
-48.719	91.869
-45.007	103.005
-39.439	110.429
-32.943	119.708
-26.447	128.06
-18.095	133.628
-11.6	141.052
-18.095	146.62
-30.159	150.331
-37.583	154.043
-45.007	158.683
-54.286	160.539
-71.918	171.675
-80.27	176.315
-89.549	182.81
-95.117	192.09
-95.117	204.154
-96.045	213.433
-87.693	216.217
-77.486	216.217
-66.35	216.217
-56.142	215.289
-45.935	215.289
-34.799	215.289
-25.519	215.289
-15.312	214.361
-6.032	214.361
3.248	214.361
14.384	216.217
26.447	219.001
36.655	216.217
46.863	215.289
57.998	217.145
69.134	218.073
82.125	217.145
96.045	217.145
102.541	214.361
99.757	200.442
99.757	189.306
98.829	176.315
97.901	167.035
88.621	161.467
76.558	156.827
65.422	153.115
55.214	147.547
46.863	143.836
36.655	141.98
37.583	131.772
46.863	126.204
52.43	118.78
57.998	108.573
78.414	-25.983
78.414	-14.848
75.63	-4.64
73.774	5.568
72.846	14.848
71.918	27.839
70.062	38.975
-39.439	-115.068
67.278	51.966
65.422	63.102
64.494	71.454
62.638	79.806
62.638	89.085
60.782	98.365
-33.871	-122.492
-24.591	-121.564
-21.807	-111.357
-20.879	-102.077
-19.023	-93.725
-19.023	-84.445
-16.24	-72.382
-19.951	-64.958
-29.231	-61.246
-40.367	-59.39
-41.295	-104.861
-43.151	-93.725
-42.223	-81.661
-41.295	-71.454
